EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
58	16:30:49	2	0.0125	0.49524014837601604	0.830985963344574	0.8433	0.8069	0.8247
59	16:31:15	3	0.0125	0.5101594600607368	0.7852376699447632	0.8333	0.8259	0.8296
60	16:31:41	4	0.0125	0.4652135580778122	0.8214831352233887	0.8426	0.8094	0.8257
61	16:32:07	1	0.0063	0.4633497373146169	0.8090853095054626	0.8237	0.8310	0.8273
62	16:32:32	0	0.0063	0.4614085449891932	0.7956545352935791	0.8285	0.8348	0.8316
63	16:33:00	1	0.0063	0.45976498915868647	0.7986615896224976	0.8291	0.8259	0.8275
64	16:33:25	2	0.0063	0.449483349218088	0.8019232153892517	0.8355	0.8259	0.8307
65	16:33:51	3	0.0063	0.44706072807312014	0.799099862575531	0.8282	0.8272	0.8277
66	16:34:18	4	0.0063	0.4392609554178574	0.8177138566970825	0.8242	0.8221	0.8232
67	16:34:44	1	0.0031	0.42007223507937264	0.8064343929290771	0.8261	0.8208	0.8235
68	16:35:09	2	0.0031	0.41518991519423093	0.8154043555259705	0.8297	0.8234	0.8265
69	16:35:35	3	0.0031	0.4322273641824722	0.813022255897522	0.8310	0.8247	0.8278
70	16:36:01	4	0.0031	0.43534765261061054	0.8200544714927673	0.8280	0.8196	0.8238
71	16:36:27	1	0.0016	0.4144921492127811	0.8175163865089417	0.8303	0.8145	0.8223
72	16:36:52	2	0.0016	0.39585686887011806	0.8192532062530518	0.8349	0.8158	0.8252
73	16:37:18	3	0.0016	0.4126184933325824	0.8044992685317993	0.8327	0.8221	0.8274
74	16:37:44	4	0.0016	0.42079963245812585	0.8092325925827026	0.8331	0.8183	0.8256
75	16:38:10	1	0.0008	0.41654660964713375	0.8105063438415527	0.8320	0.8183	0.8251
76	16:38:35	2	0.0008	0.40189662295229295	0.8093733191490173	0.8288	0.8183	0.8235
