EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
58	14:52:23	3	0.0063	0.4719061049131247	0.7263883352279663	0.8924	0.9020	0.8972
59	14:53:15	0	0.0063	0.4934314139239438	0.725795567035675	0.8986	0.8986	0.8986
60	14:54:11	1	0.0063	0.48976324092258106	0.7331435084342957	0.8906	0.9030	0.8968
61	14:55:02	2	0.0063	0.4848960665139285	0.7358630299568176	0.8864	0.9072	0.8967
62	14:55:54	3	0.0063	0.4756211065329038	0.7370371222496033	0.8833	0.9055	0.8943
63	14:56:45	4	0.0063	0.4741721945209103	0.7215306758880615	0.8903	0.9033	0.8968
64	14:57:36	1	0.0031	0.4770968910697457	0.7280210852622986	0.8916	0.9035	0.8975
65	14:58:28	2	0.0031	0.4596239367981891	0.7272500991821289	0.8971	0.8979	0.8975
66	14:59:19	3	0.0031	0.4558849676505669	0.7310296893119812	0.8893	0.9059	0.8975
67	15:00:10	4	0.0031	0.46316956077422294	0.732319176197052	0.8906	0.9046	0.8976
68	15:01:02	1	0.0016	0.4479212458733912	0.7286592721939087	0.8917	0.9047	0.8981
69	15:01:53	0	0.0016	0.4682711762981815	0.7227254509925842	0.8968	0.9031	0.8999
70	15:02:48	1	0.0016	0.474165267044014	0.721804141998291	0.8961	0.9011	0.8986
71	15:03:39	2	0.0016	0.45621696177062454	0.7228503823280334	0.8954	0.9021	0.8987
72	15:04:31	3	0.0016	0.4458727330177814	0.7259149551391602	0.8930	0.9032	0.8981
73	15:05:22	4	0.0016	0.4522349636454682	0.7234240770339966	0.8940	0.9025	0.8982
74	15:06:14	1	0.0008	0.43030083116951523	0.7247198820114136	0.8937	0.9035	0.8986
75	15:07:06	2	0.0008	0.4530679398066514	0.7267056107521057	0.8921	0.9048	0.8984
76	15:07:58	3	0.0008	0.4647432426055828	0.7279177308082581	0.8928	0.9049	0.8988
77	15:08:50	4	0.0008	0.44322402764867236	0.7297671437263489	0.8913	0.9044	0.8978
78	15:09:40	1	0.0004	0.45042721833382454	0.7296969294548035	0.8921	0.9049	0.8985
79	15:10:33	2	0.0004	0.44680793489609566	0.7283133268356323	0.8931	0.9049	0.8990
80	15:11:23	3	0.0004	0.4573227221315557	0.7293210029602051	0.8920	0.9058	0.8989
81	15:12:16	4	0.0004	0.44793649674295544	0.7320130467414856	0.8903	0.9072	0.8987
82	15:13:07	1	0.0002	0.458522223509275	0.7314913868904114	0.8899	0.9068	0.8983
83	15:13:58	2	0.0002	0.4380558743760302	0.7302550077438354	0.8917	0.9058	0.8987
84	15:14:50	3	0.0002	0.44534871878323856	0.7288039922714233	0.8920	0.9058	0.8988
85	15:15:42	4	0.0002	0.4428575243149604	0.7273319363594055	0.8937	0.9055	0.8996
